contact_id,first_name,last_name,email,city,state,zip_code,donor_status,contact_created_date,first_gift_date,last_gift_date,total_gifts,total_number_of_gifts,average_gift,giving_vehicle,subscription_type,subscription_status,subscription_start_date,email_open_rate,last_email_click_date,event_attendance_count,wealth_score,notes,p2g_score,gift_capacity_rating,estimated_annual_donations,title,deceased,biography,business_affiliations,community_affiliations,expertise_and_interests,do_not_contact,do_not_call,email_opt_out,preferred_phone,preferred_email,hedgehog_review_subscriber,institute_status,foundation_status,lead_source,largest_gift,smallest_gift,best_gift_year,last_gift_amount
003XX00000NL73y2Ul,Lawrence,Shapiro,lawrence.shapiro2244@example.com,New York,NY,10052,active,2015-05-25,2023-04-27,2024-11-15,30,5,6.0,check,print,active,2004-03-25,0.453,2023-09-12,1,,,,,,Executive Director,0,Retired diplomat; supporter of cultural exchange programs and international scholarship.,"Board of Trustees, Colonial Williamsburg Foundation",,,0,0,0,,,1,None,None,Website,20.0,20.0,2024,20.0
003XX00000cemy8Nba,Kevin,Gonzalez,kevin.gonzalez2245@example.com,Boston,MA,02453,prospect,2012-10-31,,,,,,,both,active,2004-09-21,0.087,,1,5,,,,,,0,,,,,0,0,0,,Work,1,None,Prospect,Other,,,,
003XX00000qUhVLXa6,Nicole,Yamamoto,nicole.yamamoto2246@example.com,Cambridge,MA,02278,new_donor,2016-01-04,2026-01-04,2026-02-23,200,3,66.67,online,both,active,2009-05-06,,,0,,Known DAF holder at Fidelity Charitable,,,,,0,,,Virginia Humanities Council; Albemarle County Historical Society,,0,0,1,,,1,None,Annual Donor,Hedgehog Review,100,45,2026,100
003XX00000vO1fSBdY,David,Young,david.young2247@example.com,Naperville,IL,60677,prospect,2005-04-13,,,,,,,none,never,,0.063,,12,,,,,,,0,,,,,0,0,0,,Personal,0,None,Prospect,Hedgehog Review,,,,
003XX00000ary2qhuK,Peter,Liu,peter.liu2248@example.com,,,,lapsed,2005-08-08,2014-03-26,2015-07-21,20.0,3,6.67,check,none,never,,0.183,,0,4,,,,,,0,,,Virginia Humanities Council; Albemarle County Historical Society,,0,0,0,,,1,None,None,Event,20.0,20.0,2015,20.0
003XX00000ctbRAONU,Vincent,McCarthy,vincent.mccarthy2249@example.com,Newton,MA,02218,new_donor,2018-10-14,2024-12-09,2025-06-27,75,2,37.5,check,none,never,,0.341,2022-03-13,1,1,,,,,,0,,,,"Environmental history, Appalachian studies",0,0,0,,,0,None,None,Email Campaign,40,35,2024,35
003XX00000Lvj827ph,Rachel,Jackson,rachel.jackson2250@example.com,Alexandria,VA,22917,prospect,2010-12-28,,,,,,,none,never,,,,0,,Potential major gift prospect,,,,,0,,,,,1,1,1,,Personal,0,None,Prospect,Website,,,,
003XX00000VhThBHpR,Rajesh,Patel,rajesh.patel2251@example.com,,,,prospect,2002-10-29,,,,,,,both,expired,2020-01-30,0.18,,0,2,Potential major gift prospect,7,,,,0,,,,,0,0,0,Home,,1,None,Prospect,Other,,,,
003XX00000gkPEe569,Hiroshi,Brown,hiroshi.brown2252@example.com,San Francisco,CA,94512,subscriber_only,2005-07-18,,,,,,,print,active,2010-03-26,,,0,,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000Gyi7cQvd,Walter,McCarthy,walter.mccarthy2253@example.com,Palo Alto,CA,94577,lapsed,2012-09-01,2022-03-23,2022-05-08,35,2,17.5,check,none,never,,,,0,,,18,Entry-Level,,,0,,,,,1,1,1,,,0,None,None,Hedgehog Review,25,20.0,2022,25
003XX00000Acj2hjCk,Christine,Tanaka,christine.tanaka2254@example.com,Washington,DC,20345,prospect,2008-10-24,,,,,,,none,never,,0.455,,0,1,Prefers phone contact,,,,Pastor,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX0000084e8Ef4h,Johnny,Torres,johnny.torres2255@example.com,Roanoke,VA,22949,prospect,1997-07-18,,,,,,,print,active,2017-10-19,0.447,,8,,,,,3074.41,,0,,,,,0,0,0,,,1,None,Prospect,Direct Mail,,,,
003XX00000kfGvcERb,Carolyn,OBrien,carolyn.obrien2256@example.com,,,,subscriber_only,2015-07-22,,,,,,,both,expired,2024-11-09,,,0,,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX000000ePmqfrr,Johnny,Mensah,johnny.mensah2257@example.com,Chattanooga,TN,37155,lapsed,2007-07-26,2018-04-26,2021-10-01,50,4,12.5,online,print,expired,2018-08-20,,,0,1,,,,299.14,,1,,,,,0,0,0,Mobile,,1,None,None,Event,20.0,20.0,2018,20.0
003XX00000skSFjyMg,Barbara,Kumar,barbara.kumar2258@example.com,,,,prospect,2020-04-14,,,,,,,none,never,,,,0,1,,,,,,0,,,,,0,0,0,,Work,0,None,Prospect,Board Referral,,,,
003XX00000RZN8TVQM,Bradley,Smith,bradley.smith2259@example.com,Fort Collins,CO,80047,prospect,1996-11-22,,,,,,,digital,active,2011-01-18,0.232,,3,,,,,1576.9,,0,,,,,0,0,0,,,1,None,Prospect,Email Campaign,,,,
003XX00000ckh7vSaG,Cynthia,Hernandez,,Princeton,NJ,07143,prospect,2014-03-21,,,,,,,print,expired,2008-08-19,,,0,,Subscriber since inception,,,,Judge,0,,,,,0,0,0,,,1,None,Prospect,Website,,,,
003XX00000ALJjFUJU,Crystal,Carter,crystal.carter2261@example.com,,,,prospect,2005-10-31,,,,,,,none,never,,0.25,,1,,Longtime subscriber,,,,,0,,,,,0,0,0,,,0,None,Prospect,Event,,,,
003XX00000ikybTWhS,Nicole,Harris,nicole.harris2262@example.com,,,,new_donor,1994-02-10,2025-05-13,2025-05-18,75,1,75.0,online,none,never,,0.535,,2,,,,,3203.3,,0,,,,,0,0,0,,Personal,1,Friend,None,Other,75,75,2025,75
003XX00000VjZbofGG,Stephen,Murphy,stephen.murphy2263@example.com,,,,prospect,2006-03-22,,,,,,,none,never,,0.21,,0,2,,1,,2382.66,,0,,,,,0,0,0,,Work,0,None,Prospect,Hedgehog Review,,,,
003XX00000Hlkm6aWq,Cheryl,Green,cheryl.green2264@example.com,,,,prospect,2007-03-13,,,,,,,both,active,2016-10-06,0.199,,3,4,Interested in naming opportunity,,,2324.03,,0,,"Advisory Board, Virginia Foundation for the Humanities",,,0,0,0,,Work,1,None,Prospect,Other,,,,
003XX00000LN2Z9kKo,Janice,Shapiro,janice.shapiro2265@example.com,Media,PA,19139,prospect,2019-11-28,,,,,,,none,never,,,,0,,,,,4452.48,,0,,,,,0,0,0,,,0,Fellow,Prospect,Event,,,,
003XX00000laJyuKsM,Lena,Wang,lena.wang2266@example.com,Charlottesville,VA,22907,lapsed,2011-12-04,2017-07-18,2018-07-05,25,4,6.25,DAF,digital,active,2007-06-07,0.06,,0,5,,,,,Professor,0,,,,,0,0,0,,,1,Affiliate,None,Hedgehog Review,20.0,20.0,2017,20.0
003XX00000bwKVD6UC,Jesse,Mensah,jesse.mensah2267@example.com,,,,prospect,2008-06-05,,,,,,,digital,active,2004-05-01,0.37,2024-06-25,4,,,12,,2944.38,,0,,,,"Environmental history, Appalachian studies",0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX000005GizvBsX,Alan,Goldstein,alan.goldstein2268@example.com,,,,lapsed,2024-07-16,2024-02-24,2025-08-21,75,3,25.0,stock,print,expired,2021-06-13,0.084,,8,1,Gave stock gift in 2021,11,,1078.7,,0,Emeritus professor of sociology at Georgetown; founding donor to the Institute.,,,"Technology ethics, digital humanities",0,0,0,,,1,None,None,Hedgehog Review,35,20.0,2024,20.0
003XX00000vgT3V1GE,Johnny,Yamamoto,johnny.yamamoto2269@example.com,Chapel Hill,NC,28292,prospect,2012-05-24,,,,,,,none,never,,0.055,,0,,,,,2451.67,,0,,"Advisory Council, American Enterprise Institute",,,0,0,0,,Personal,1,None,Prospect,Event,,,,
003XX00000XH4hClbb,Eric,White,eric.white2270@example.com,Brentwood,TN,37164,prospect,2006-01-11,,,,,,,none,never,,0.361,2022-02-21,0,1,,35,,243.8,,0,,,,"Environmental history, Appalachian studies",0,0,0,,,0,None,Prospect,Hedgehog Review,,,,
003XX00000177rb5Nb,Sharon,Williams,sharon.williams2271@example.com,Los Angeles,CA,94539,prospect,2006-05-23,,,,,,,both,active,2012-11-22,0.031,,0,,,,,,,0,,,Charlottesville Area Community Foundation,"Cultural economics, arts philanthropy",0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000QsKIAnQ2,Norma,Wang,norma.wang2272@example.com,Dallas,TX,78234,lapsed,2010-11-03,2019-05-21,2021-10-01,75,1,75.0,stock,digital,active,2006-01-08,,,0,5,,,,532.26,,0,,,,,0,0,1,,Personal,1,None,None,Email Campaign,75,75,2019,75
003XX00000KPEdVn5O,Brian,Okafor,brian.okafor2273@example.com,Newton,MA,02456,lapsed,2021-08-27,2022-06-22,2023-04-24,100,4,25.0,wire,both,active,2019-03-07,0.356,2025-03-09,7,4,,,,,,0,,,,,0,0,0,Mobile,Work,1,None,Annual Donor,Event,30,20.0,2022,25
003XX000008gE617B6,Dylan,Singh,dylan.singh2274@example.com,,,,prospect,2008-08-02,,,,,,,none,never,,0.409,,10,,,21,Entry-Level,4591.6,,0,,,,,0,0,0,Home,,1,None,Prospect,Board Referral,,,,
003XX000005RLh5Lz0,Sean,Johnson,sean.johnson2275@example.com,,,,prospect,2010-07-11,,,,,,,none,never,,0.138,,1,,Prefers email contact,,,3437.55,,0,Professor of political philosophy; longtime reader of The Hedgehog Review.,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000V7mCnasy,Christian,Lee,christian.lee2276@example.com,,,,subscriber_only,2016-01-25,,,,,,,digital,active,2006-03-10,,,0,,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000qfQWHJbS,Brandon,Sato,brandon.sato2277@example.com,Rockville,MD,20805,prospect,2012-12-21,,,,,,,digital,active,2004-07-07,,,1,,,,,,Executive Director,0,,,,"American intellectual history, political philosophy",0,0,0,Mobile,Work,1,None,Prospect,Hedgehog Review,,,,
003XX00000uwzP0G0p,Jonathan,Burke,jonathan.burke2278@example.com,Brooklyn,NY,11259,prospect,2013-08-08,,,,,,,print,expired,2020-02-26,0.311,2024-03-26,0,1,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Board Referral,,,,
003XX00000mZvIsEWN,Jean,Sullivan,jean.sullivan2279@example.com,,,,prospect,2016-06-02,,,,,,,none,never,,0.475,2026-02-21,0,,Connected through local arts community,,,,,0,,,,,0,0,0,Home,,1,Friend,Prospect,Email Campaign,,,,
003XX00000iQmqpLEQ,Austin,Hernandez,austin.hernandez2280@example.com,Bethesda,MD,20839,prospect,1993-01-21,,,,,,,none,never,,0.62,2022-11-01,0,1,,,,3582.62,,0,,,,,0,0,0,Mobile,,0,None,Prospect,Event,,,,
003XX00000EBaffMZL,Brian,Mensah,brian.mensah2281@example.com,Alexandria,VA,23064,subscriber_only,2008-06-27,,,,,,,digital,active,2021-02-25,,,0,,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000TSJBjpdN,Cheryl,King,cheryl.king2282@example.com,Olympia,WA,98257,prospect,2016-12-20,,,,,,,both,active,2010-11-16,0.385,2022-02-06,0,4,,1,,,,0,,,,,0,0,0,,Personal,1,None,Prospect,Hedgehog Review,,,,
003XX00000JTuYnxji,Judy,Diallo,judy.diallo2283@example.com,,,,active,2006-03-26,2015-12-10,2020-06-29,8400,18,466.67,check,both,active,2006-10-14,0.065,,1,7,,,,,,0,,,,,0,0,0,,,1,None,Annual Donor,Event,850,100,2015,800
003XX00000b13X12uQ,Peter,Yamamoto,peter.yamamoto2284@example.com,,,,lapsed,2005-05-31,2016-05-22,2019-10-18,50,5,10.0,online,both,active,2008-09-02,,,0,,Potential major gift prospect,9,,163.88,,0,,,,,0,0,0,,Personal,1,None,None,Hedgehog Review,20.0,20.0,2018,20.0
003XX00000PiFaVhfc,Marilyn,Gonzalez,marilyn.gonzalez2285@example.com,Bloomington,MN,55006,prospect,2010-10-24,,,,,,,print,expired,2020-10-21,0.482,2023-02-16,2,3,,23,,3503.4,,0,,,,,0,0,0,,,1,None,Prospect,Other,,,,
003XX00000FnGon2Mj,Jacob,Lopez,jacob.lopez2286@example.com,Newton,MA,02119,lapsed,2016-10-16,2022-02-24,2022-03-05,25,1,25.0,online,none,never,,0.342,2022-12-25,3,3,Board member referral,14,,,,0,,,,,0,0,0,Home,,0,None,None,Hedgehog Review,25,25,2022,25
003XX000007Id0rdvF,Ibrahim,Burke,ibrahim.burke2287@example.com,,,,lapsed,2016-11-26,2018-06-01,2020-05-29,300,2,150.0,DAF,both,active,2002-09-11,,,0,1,,,,,,0,,,Virginia Humanities Council; Albemarle County Historical Society,,0,0,1,,,1,None,Annual Donor,Website,200,100,2019,100
003XX00000AvRH5t24,Larry,Kumar,larry.kumar2288@example.com,,,,lapsed,2008-08-08,2010-01-09,2018-02-14,75,2,37.5,online,both,active,2021-06-27,,,3,,,,,,Associate Professor,0,,,,,0,0,0,,,1,None,None,Hedgehog Review,40,35,2018,40
003XX00000rEXmNtKe,Angela,King,angela.king2289@example.com,Brooklyn,NY,10044,prospect,2013-07-05,,,,,,,both,expired,2012-06-08,0.32,2023-11-24,0,,,,,,,0,,,,"Religious history, Southern literature",0,0,0,,,1,Friend,Prospect,Website,,,,
003XX00000JJIHaJET,Tiffany,Gupta,tiffany.gupta2290@example.com,Orlando,FL,33702,lapsed,2019-06-28,2020-02-23,2021-02-20,200,1,200.0,online,none,never,,0.517,2023-02-25,2,3,,,,,,0,,,,,0,0,0,,,1,None,Annual Donor,Direct Mail,200,200,2020,200
003XX00000whckFMnn,Bruce,McCarthy,bruce.mccarthy2291@example.com,Cambridge,MA,02235,prospect,2008-09-29,,,,,,,none,never,,0.199,,0,,Loyal Annual Fund donor,10,,,,0,,,,,0,0,0,Home,,1,None,Prospect,Hedgehog Review,,,,
003XX00000s2XOEUUH,Anthony,Nelson,anthony.nelson2292@example.com,,,,prospect,2018-10-15,,,,,,,none,never,,0.235,,0,,Prefers phone contact,,,532.33,,0,,,,,0,0,0,,Personal,0,None,Prospect,Email Campaign,,,,
003XX000007Jne4EP5,Tiffany,Torres,tiffany.torres2293@example.com,Boulder,CO,80144,lapsed,2010-03-04,2011-11-30,2019-03-12,35,4,8.75,stock,none,never,,0.137,,2,3,,,,,SVP,0,,,,,0,0,0,Mobile,,0,None,None,Hedgehog Review,20.0,20.0,2016,20.0
003XX000001ol22ABA,Judy,Yamamoto,judy.yamamoto2294@example.com,Washington,DC,20288,prospect,2012-08-02,,,,,,,none,never,,0.329,2024-09-07,0,1,,,,4542.78,,0,,,,,0,0,0,,,0,None,Prospect,Other,,,,
003XX00000KPX0VzOT,Jason,Gonzalez,jason.gonzalez2295@example.com,,,,prospect,2014-03-12,,,,,,,none,never,,0.349,2023-08-22,0,,Responded to Year-End Appeal,13,,,SVP,0,,,,"Philanthropy law, estate planning",0,0,0,,,0,None,Prospect,Hedgehog Review,,,,
003XX00000j2FcWq5d,Ashley,King,ashley.king2296@example.com,,,,prospect,2013-11-30,,,,,,,print,active,2008-05-14,0.273,2025-02-03,2,1,,9,,,,0,,,,,0,0,0,Mobile,,1,None,Prospect,Direct Mail,,,,
003XX00000rnnauk2q,Juan,Moore,,Miami,FL,33734,subscriber_only,2012-11-26,,,,,,,print,active,2012-11-20,,,0,,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000YWwx9foV,Andrew,Sanchez,andrew.sanchez2298@example.com,,,,prospect,2010-09-18,,,,,,,none,never,,0.494,,0,1,,21,,436.39,,0,,,,"Sociology of religion, nonprofit management",0,0,0,,,0,None,Prospect,Other,,,,
003XX00000WkW0mNEZ,Betty,White,betty.white2299@example.com,,,,prospect,2007-01-02,,,,,,,none,never,,0.112,,0,4,,1,,3103.14,Retired,0,,,,,0,0,0,Home,,0,None,Prospect,Direct Mail,,,,
003XX000000vjAPA6K,Daniel,Hill,daniel.hill2300@example.com,Wayne,PA,19281,prospect,1999-11-21,,,,,,,print,active,2021-08-26,0.328,2024-10-07,1,,,,,2322.65,,0,,,,,0,0,0,,,1,None,Prospect,Email Campaign,,,,
003XX00000HagslJiE,Nicholas,Goldstein,nicholas.goldstein2301@example.com,Richmond,VA,22051,lapsed,2015-07-28,2019-07-31,2023-04-23,50,4,12.5,online,digital,active,2001-11-26,0.485,2025-03-14,0,1,,26,,,,0,,,,,0,0,0,,,1,Fellow,None,Hedgehog Review,20.0,20.0,2020,20.0
003XX00000y50SRgho,David,Yamamoto,david.yamamoto2302@example.com,Columbia,MO,64721,lapsed,2020-08-30,2022-01-15,2022-05-19,75,3,25.0,DAF,both,expired,2013-11-20,0.32,2025-11-06,0,,,,,,,0,,,,,0,0,0,,Personal,1,Friend,None,Event,50,20.0,2022,20.0
003XX00000voE621iK,Stephen,King,stephen.king2303@example.com,Ardmore,PA,19154,prospect,2005-09-12,,,,,,,print,active,2015-11-23,0.042,,0,,,,,3052.19,,0,,,,,0,0,0,Work,Personal,1,Friend,Prospect,Email Campaign,,,,
003XX00000mbEXD4Lt,Catherine,Burke,catherine.burke2304@example.com,Atlanta,GA,30429,prospect,2020-09-22,,,,,,,none,never,,0.271,2023-11-13,2,,,33,Entry-Level,,,0,,,,,0,0,0,Home,,0,None,Prospect,Website,,,,
003XX000001spb86VW,Daniel,Okafor,daniel.okafor2305@example.com,Brooklyn,NY,11230,prospect,2014-07-11,,,,,,,print,expired,2011-03-15,0.216,,6,,,,,1941.83,,0,,,,,0,0,0,Work,,1,None,Prospect,Hedgehog Review,,,,
003XX000004muoLyaS,Rachel,Jackson,rachel.jackson2306@example.com,,,,active,2017-07-24,2023-02-13,2023-10-13,650,8,81.25,stock,digital,expired,2019-02-02,0.219,,0,,,42,Entry-Level,5586.13,,0,,"Board of Directors, Charlottesville Symphony Orchestra",,,0,0,0,Home,,1,Affiliate,Annual Donor,Hedgehog Review,175,20.0,2023,50
003XX00000WnLn1DYk,Grace,Kumar,grace.kumar2307@example.com,,,,subscriber_only,2011-01-19,,,,,,,both,active,2011-03-28,,,0,,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000h3RiPSHf,Walter,Smith,walter.smith2308@example.com,Fort Lauderdale,FL,33299,prospect,2000-10-01,,,,,,,both,active,2010-11-20,0.043,,0,,,,,4015.35,,0,,"Senior Partner, Bowles Rice LLP",,,0,0,0,Mobile,,1,None,Prospect,Direct Mail,,,,
003XX00000oeZ6qjhE,Samuel,Chen,samuel.chen2309@example.com,,,,prospect,2007-06-24,,,,,,,none,never,,0.297,2023-12-28,0,,,,,3393.38,,0,,,,,0,0,0,,,0,None,Prospect,Hedgehog Review,,,,
003XX000005A2JN8Ov,Susan,Roberts,susan.roberts2310@example.com,Philadelphia,PA,19374,prospect,2006-03-27,,,,,,,both,active,2003-10-24,0.354,2022-03-30,1,,,,,4404.17,,0,,,,,0,0,0,Home,Personal,1,None,Prospect,Hedgehog Review,,,,
003XX00000hpDOM6BN,Sean,Kumar,sean.kumar2311@example.com,Washington,DC,20055,prospect,2012-08-01,,,,,,,both,active,2017-08-16,0.134,,3,1,,,,1922.08,,0,,,,,0,0,0,,Personal,1,None,Prospect,Email Campaign,,,,
003XX00000Pwg7cXw4,Ibrahim,Perez,,Chevy Chase,MD,20739,prospect,2013-08-23,,,,,,,both,active,2023-08-07,0.089,,3,,,,,,,0,Retired federal judge; supporter of institutions that bridge law and culture.,,,,0,0,0,Mobile,,1,None,Prospect,Board Referral,,,,
003XX00000dXYKYiTB,Mark,Smith,mark.smith2313@example.com,,,,prospect,2022-01-05,,,,,,,print,active,2015-02-14,0.416,2025-07-18,0,,Former colleague of board member,8,,1370.11,,0,,,,,0,0,0,,,1,None,Prospect,Board Referral,,,,
003XX00000jflXFdoz,Samuel,OBrien,samuel.obrien2314@example.com,,,,prospect,2007-10-13,,,,,,,none,never,,,,0,1,,,,,,0,,,,,0,0,0,Home,,0,None,Prospect,Website,,,,
003XX00000N6oBYnlp,Victoria,Chen,victoria.chen2315@example.com,,,,lapsed,2009-07-06,2012-10-23,2023-05-13,225,2,112.5,online,print,expired,2020-09-12,0.349,2025-08-08,1,5,,,,,,0,,,,,0,0,0,Mobile,,1,None,Annual Donor,Other,175,40,2018,175
003XX00000ikLMT1vK,Walter,Rivera,walter.rivera2316@example.com,Dallas,TX,78241,lapsed,2009-01-05,2013-03-10,2014-01-06,40,2,20.0,stock,none,never,,,,12,1,,,,100.0,,0,,,,"Environmental history, Appalachian studies",0,0,1,,Work,1,None,None,Website,20.0,20.0,2013,20.0
003XX00000AyHED6pi,Beverly,Moore,beverly.moore2317@example.com,Oak Park,IL,60887,prospect,2015-11-29,,,,,,,both,active,2020-06-20,,,0,3,,34,Entry-Level,1215.16,,0,,,,,0,0,0,,Personal,1,None,Prospect,Website,,,,
003XX00000EC9h43Rz,Russell,Kumar,russell.kumar2318@example.com,,,,prospect,2012-10-12,,,,,,,digital,active,2000-11-22,0.276,,0,,,,,,,0,,,,"Higher education administration, faculty governance",0,0,0,Mobile,Work,1,None,Prospect,Event,,,,
003XX00000gznDPDCI,Justin,Murray,justin.murray2319@example.com,Oak Park,IL,60637,lapsed,1996-07-29,2005-01-17,2013-11-15,40,2,20.0,DAF,both,expired,2021-02-02,0.386,,1,4,Gave stock gift in 2021,9,,100.0,,0,,,,"Religious history, Southern literature",0,0,0,Mobile,Personal,1,None,None,Email Campaign,20.0,20.0,2005,20.0
003XX00000bOYtYrdi,Alice,Ramirez,alice.ramirez2320@example.com,Arlington,VA,23039,prospect,2003-09-02,,,,,,,none,never,,0.321,,1,,,,,,,0,,,UVA Darden School Foundation Board; Charlottesville Area Chamber of Commerce,Race and ethnicity in American culture,0,0,0,,Personal,0,None,Prospect,Website,,,,
003XX00000LzRce1Fg,Angela,Rivera,angela.rivera2321@example.com,,,,active,2011-05-03,2016-02-24,2024-12-24,50,2,25.0,check,both,expired,2021-08-17,0.4,2022-10-04,0,2,,20,,233.73,,0,Investor and arts patron; serves on boards of several cultural institutions.,,,,0,0,0,,,1,None,None,Hedgehog Review,25,25,2016,25
003XX0000088ymrn8H,Nicole,Fitzgerald,nicole.fitzgerald2322@example.com,Oakland,CA,94177,prospect,1996-08-20,,,,,,,none,never,,,,0,,,34,Entry-Level,,Trustee,1,,,,,0,0,0,,Work,1,None,Prospect,Hedgehog Review,,,,
003XX00000s8t6vzh5,Evelyn,Brown,evelyn.brown2323@example.com,Manhattan,NY,11264,lapsed,2007-06-14,2022-02-10,2022-08-13,100,4,25.0,stock,both,expired,2019-07-26,0.208,,0,,Known DAF holder at Fidelity Charitable,48,Entry-Level,,,0,Professor of political philosophy; longtime reader of The Hedgehog Review.,,,,0,0,0,Mobile,,1,None,Annual Donor,Email Campaign,40,20.0,2022,30
003XX00000PjEFR8TA,Sara,Smith,sara.smith2324@example.com,Newton,MA,02420,prospect,2007-09-18,,,,,,,none,never,,0.601,,0,5,,25,Entry-Level,949.11,,0,,,,Race and ethnicity in American culture,0,0,0,,Personal,1,None,Prospect,Event,,,,
003XX00000YlqaSwPX,Rajesh,Flores,rajesh.flores2325@example.com,San Francisco,CA,94133,lapsed,2010-08-03,2014-10-25,2023-01-21,50,2,25.0,check,none,never,,0.034,,0,,Subscriber since inception,,,100.0,,0,,,,,0,0,0,,Work,1,None,None,Other,25,25,2014,25
003XX00000hQViHZpw,Jacob,Adams,jacob.adams2326@example.com,Evanston,IL,60660,active,2017-09-26,2019-08-24,2019-12-25,550,10,55.0,check,digital,expired,2024-05-04,0.055,,0,7,,40,Entry-Level,4045.63,,0,,,,,0,0,0,,,1,None,Annual Donor,Website,125,20.0,2019,75
003XX000003SUUm9SD,Crystal,Lopez,crystal.lopez2327@example.com,Charlottesville,VA,22932,lapsed,2020-03-17,2021-01-27,2022-01-25,35,5,7.0,check,digital,expired,2015-09-20,0.359,2024-02-12,0,3,,,,,Counsel,0,,,,,0,0,0,,,1,None,None,Email Campaign,20.0,20.0,2022,20.0
003XX00000Kjfgw09d,Kenneth,White,kenneth.white2328@example.com,Washington,DC,20282,prospect,2000-09-27,,,,,,,none,never,,,,2,,,,,,,0,,,,Race and ethnicity in American culture,0,0,1,Mobile,,0,Friend,Prospect,Hedgehog Review,,,,
003XX000006xKcn0K5,Larry,Nelson,larry.nelson2329@example.com,Washington,DC,20304,lapsed,2010-07-12,2020-02-08,2020-12-27,25,1,25.0,check,both,expired,2015-12-28,0.176,,0,,,,,100.0,,0,,,,,0,0,0,,,1,None,None,Direct Mail,25,25,2020,25
003XX00000kyLVm1tD,Roger,Wang,roger.wang2330@example.com,Brookline,MA,02452,prospect,2009-02-28,,,,,,,both,expired,2004-04-27,0.346,2024-12-01,0,,,27,Entry-Level,,,0,,,,,0,0,0,,,1,None,Prospect,Event,,,,
003XX00000zlhiGk1Y,Jean,Burke,jean.burke2331@example.com,Fort Lauderdale,FL,33247,lapsed,2006-03-31,2009-02-07,2025-03-11,45,4,11.25,stock,none,never,,0.048,,0,4,,,,,,0,,,,,0,0,0,Mobile,,0,None,None,Direct Mail,20.0,20.0,2010,20.0
003XX00000l60tjXGF,Laura,Baker,laura.baker2332@example.com,Columbus,OH,44066,prospect,2018-09-04,,,,,,,print,active,2020-10-10,0.294,,0,,,26,Entry-Level,,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000i9zQxuHo,Teresa,Walker,teresa.walker2333@example.com,,,,prospect,2002-02-23,,,,,,,both,active,2019-01-13,,,3,,Attended homecoming reception,11,,4286.44,,0,,"Advisory Board, Virginia Foundation for the Humanities","St. Anne's Parish, Charlottesville; Piedmont Environmental Council",,0,0,0,,,1,None,Prospect,Direct Mail,,,,
003XX00000VgYLhfCr,George,Flores,george.flores2334@example.com,Richmond,VA,22985,prospect,2012-07-20,,,,,,,none,never,,,,0,3,Strong interest in cultural sociology,,,979.43,,0,,,,,0,0,1,,,1,None,Prospect,Board Referral,,,,
003XX000003RjYctFF,Rachel,Moore,rachel.moore2335@example.com,,,,prospect,2012-04-07,,,,,,,digital,active,2015-11-22,,,3,,,37,Entry-Level,,,0,,,,,0,0,0,,Work,1,None,Prospect,Hedgehog Review,,,,
003XX00000DoIUNYW1,Ashley,Flores,ashley.flores2336@example.com,,,,active,2009-08-16,2018-08-26,2025-04-14,175,4,43.75,online,print,active,2017-03-24,0.313,2024-07-22,0,,,,,100.0,,0,,,Virginia Humanities Council; Albemarle County Historical Society,,0,0,0,Mobile,,1,None,Annual Donor,Email Campaign,50,25,2025,25
003XX000007Tn3LSwX,Stephanie,Gonzalez,stephanie.gonzalez2337@example.com,,,,lapsed,2019-09-13,2021-10-29,2023-02-15,125,3,41.67,check,digital,expired,2024-11-30,0.337,,0,,,,,,,0,,,,,0,0,0,Mobile,,1,None,Annual Donor,Hedgehog Review,75,30,2021,30
003XX000009PyQZ9Zv,Michelle,Fitzgerald,michelle.fitzgerald2338@example.com,,,,subscriber_only,2015-07-09,,,,,,,digital,active,2013-11-12,,,0,,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000OJB9VRIG,Larry,Smith,larry.smith2339@example.com,Washington,DC,20393,subscriber_only,2008-01-12,,,,,,,digital,expired,2017-08-11,,,0,,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000JLEOPAtK,Gabriel,Adams,,Arlington,VA,23013,prospect,2009-03-03,,,,,,,none,never,,,,12,1,,1,,,,0,,,UVA Darden School Foundation Board; Charlottesville Area Chamber of Commerce,,0,0,1,,,1,Friend,Prospect,Hedgehog Review,,,,
